,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,Clusters
513,C10536,4914.325665,1.0,1653.6,353.6,1300.0,1442.395734,0.75,0.25,0.583333,0.166667,3,14,4494.449450364621,3410.253378,864.2065423050828,0.0,12,0
514,C10537,1191.584153,1.0,4238.79,2220.39,2018.4,0.0,1.0,0.5,1.0,0.0,0,33,4494.449450364621,3528.728592,864.2065423050828,0.083333,12,2
515,C10538,98.420888,1.0,907.37,907.37,0.0,0.0,1.0,1.0,0.0,0.0,0,12,4494.449450364621,908.907467,864.2065423050828,1.0,12,2
516,C10539,1534.891604,1.0,0.0,0.0,0.0,2614.626296,0.0,0.0,0.0,0.25,8,0,4494.449450364621,304.984801,864.2065423050828,0.0,12,3
517,C10540,675.117139,0.181818,0.0,0.0,0.0,6523.780195,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,0.0,864.2065423050828,0.0,12,1
518,C10542,43.42718,1.0,569.34,0.0,569.34,0.0,1.0,0.0,1.0,0.0,0,19,4494.449450364621,758.421856,864.2065423050828,1.0,12,2
519,C10543,1874.601636,1.0,305.78,0.0,305.78,0.0,0.583333,0.0,0.583333,0.0,0,14,4494.449450364621,518.757481,864.2065423050828,0.0,12,2
520,C10544,15258.2259,1.0,529.3,529.3,0.0,4100.891579,0.5,0.5,0.0,1.0,23,10,4494.449450364621,2051.14647,864.2065423050828,0.0,8,0
521,C10545,4497.213951,1.0,2001.19,210.43,1790.76,0.0,1.0,0.083333,1.0,0.0,0,30,4494.449450364621,3058.768463,864.2065423050828,0.0,12,2
522,C10546,986.149218,0.454545,0.0,0.0,0.0,2955.030338,0.0,0.0,0.0,0.166667,6,0,4494.449450364621,832.894753,864.2065423050828,0.0,12,3
523,C10547,257.997181,1.0,1020.47,185.0,835.47,0.0,0.916667,0.083333,0.916667,0.0,0,27,4494.449450364621,1099.15757,864.2065423050828,0.0,12,2
524,C10548,4507.733288,1.0,4754.32,3636.53,1117.79,0.0,1.0,0.833333,0.75,0.0,0,43,4494.449450364621,1924.73689,864.2065423050828,0.0,12,2
525,C10549,1117.635883,1.0,0.0,0.0,0.0,97.200877,0.0,0.0,0.0,0.25,3,0,4494.449450364621,308.089987,864.2065423050828,0.0,12,3
526,C10550,5083.397311,1.0,331.95,331.95,0.0,10384.82416,0.2,0.2,0.0,0.8,31,2,4494.449450364621,4453.691497,864.2065423050828,0.0,10,0
527,C10551,3649.559565,0.818182,1490.0,1490.0,0.0,8824.695802,0.083333,0.083333,0.0,0.166667,2,1,4494.449450364621,573.307364,864.2065423050828,0.0,12,3
528,C10552,77.45581,1.0,558.28,270.52,287.76,0.0,0.916667,0.25,0.833333,0.0,0,14,4494.449450364621,601.746596,864.2065423050828,0.333333,12,2
529,C10553,1362.418281,1.0,1477.44,900.0,577.44,451.968387,1.0,0.111111,0.888889,0.111111,1,10,4494.449450364621,559.095981,864.2065423050828,0.0,9,0
530,C10554,189.12074,0.909091,1051.1,0.0,1051.1,0.0,0.833333,0.0,0.833333,0.0,0,13,4494.449450364621,1301.155857,864.2065423050828,0.375,12,2
531,C10555,2374.663583,1.0,2242.26,1222.96,1019.3,228.465161,1.0,0.416667,1.0,0.083333,2,42,4494.449450364621,2073.374513,864.2065423050828,0.0,12,0
532,C10556,1112.070216,1.0,179.24,59.0,120.24,0.0,0.416667,0.083333,0.333333,0.0,0,7,4494.449450364621,217.546584,864.2065423050828,0.0,12,2
533,C10557,2569.379868,1.0,972.65,162.95,809.7,1390.367155,0.583333,0.166667,0.5,0.166667,5,15,4494.449450364621,807.047622,864.2065423050828,0.0,12,0
534,C10558,2883.906333,1.0,4620.34,4300.42,319.92,0.0,1.0,0.583333,1.0,0.0,0,21,4494.449450364621,6476.333335,864.2065423050828,0.083333,12,2
535,C10559,71.046063,0.181818,1023.8,1023.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,4494.449450364621,5872.895164,864.2065423050828,0.0,12,1
536,C10560,3366.051663,1.0,6344.3,4438.8,1905.5,0.0,1.0,0.833333,0.666667,0.0,0,54,4494.449450364621,2890.901993,864.2065423050828,0.083333,12,2
537,C10561,7190.047748,1.0,1549.61,1549.61,0.0,3269.100834,0.666667,0.666667,0.0,0.75,11,19,4494.449450364621,1727.425472,864.2065423050828,0.0,12,0
538,C10562,68.039722,0.454545,734.11,734.11,0.0,0.0,0.333333,0.333333,0.0,0.0,0,6,4494.449450364621,1537.307484,864.2065423050828,0.5,12,1
539,C10563,5066.461251,1.0,2274.21,1282.85,991.36,2854.551358,1.0,0.666667,1.0,0.75,23,60,4494.449450364621,5174.255034,864.2065423050828,0.0,12,0
540,C10564,2454.610005,1.0,1635.69,0.0,1635.69,486.813976,1.0,0.0,1.0,0.083333,1,33,4494.449450364621,1442.488419,864.2065423050828,0.0,12,2
541,C10565,64.329876,0.272727,627.03,482.03,145.0,0.0,0.25,0.166667,0.166667,0.0,0,8,4494.449450364621,1513.704151,864.2065423050828,1.0,12,1
542,C10566,1284.63314,1.0,55.5,0.0,55.5,5406.459348,0.083333,0.0,0.083333,0.833333,123,1,4494.449450364621,3432.757202,864.2065423050828,0.0,12,3
543,C10567,76.93561,0.833333,277.0,277.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,2,4494.449450364621,814.605178,864.2065423050828,0.333333,6,1
544,C10568,950.563525,0.909091,7479.95,7479.95,0.0,0.0,0.818182,0.818182,0.0,0.0,0,14,4494.449450364621,7521.226078,864.2065423050828,0.888889,11,2
545,C10569,5178.179489,1.0,3937.59,2606.42,1331.17,0.0,1.0,0.75,0.833333,0.0,0,54,4494.449450364621,1248.498168,864.2065423050828,0.0,12,2
546,C10570,531.455619,1.0,6300.4,6300.4,0.0,0.0,0.833333,0.833333,0.0,0.0,0,21,4494.449450364621,4924.941312,864.2065423050828,1.0,12,2
547,C10571,263.6992,1.0,1856.64,0.0,1856.64,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,1591.559543,864.2065423050828,0.0,12,2
548,C10572,492.070146,0.8,4924.41,4924.41,0.0,0.0,0.8,0.8,0.0,0.0,0,48,4494.449450364621,3430.597877,864.2065423050828,1.0,10,2
549,C10573,1034.660626,0.833333,1308.11,1308.11,0.0,234.602843,0.5,0.5,0.0,0.166667,1,8,4494.449450364621,236.764555,864.2065423050828,0.0,6,0
550,C10574,11547.52001,1.0,49039.57,40761.25,8278.32,558.166886,1.0,1.0,0.916667,0.083333,1,101,4494.449450364621,46930.59824,864.2065423050828,0.25,12,0
551,C10575,8997.488544,1.0,4604.72,4020.33,584.39,1854.533843,0.916667,0.666667,0.75,0.166667,8,46,4494.449450364621,4201.889848,864.2065423050828,0.0,12,0
552,C10576,9149.4096,1.0,227.8,227.8,0.0,5583.937965,0.333333,0.333333,0.0,0.666667,13,4,4494.449450364621,6710.905443,864.2065423050828,0.0,12,0
553,C10577,1296.922119,1.0,2327.49,2327.49,0.0,1873.271885,0.666667,0.666667,0.0,0.25,6,18,4494.449450364621,2322.412643,864.2065423050828,0.0,12,0
554,C10578,1758.979585,0.818182,1199.0,1199.0,0.0,8552.910316,0.090909,0.090909,0.0,0.636364,17,1,4494.449450364621,11634.38713,864.2065423050828,0.111111,11,3
555,C10579,194.493602,1.0,1174.76,0.0,1174.76,0.0,1.0,0.0,1.0,0.0,0,41,4494.449450364621,1280.294998,864.2065423050828,0.0,12,2
556,C10580,3294.37955,1.0,0.0,0.0,0.0,2546.891416,0.0,0.0,0.0,0.083333,3,0,4494.449450364621,1084.059239,864.2065423050828,0.0,12,3
557,C10581,5404.202992,1.0,469.0,286.0,183.0,8005.22508,0.666667,0.166667,0.333333,0.833333,52,4,4494.449450364621,2676.467444,864.2065423050828,0.0,6,0
558,C10582,5484.800476,1.0,0.0,0.0,0.0,1239.217984,0.0,0.0,0.0,0.666667,8,0,4494.449450364621,2060.020446,864.2065423050828,0.0,12,3
559,C10583,181.463092,1.0,133.39,133.39,0.0,219.143859,0.25,0.25,0.0,0.166667,2,3,4494.449450364621,168.425788,864.2065423050828,0.0,12,3
560,C10584,1311.732049,1.0,10700.63,2912.65,7787.98,0.0,0.916667,0.5,1.0,0.0,0,222,4494.449450364621,9853.313787,864.2065423050828,0.818182,12,2
561,C10585,542.218074,1.0,0.0,0.0,0.0,1074.741949,0.0,0.0,0.0,0.166667,2,0,4494.449450364621,1328.855136,864.2065423050828,0.0,12,3
562,C10586,1029.101022,1.0,49.1,0.0,49.1,0.0,0.25,0.0,0.25,0.0,0,3,4494.449450364621,59.924534,864.2065423050828,0.0,12,1
563,C10587,1202.975648,1.0,11313.77,10133.7,1180.07,0.0,1.0,1.0,0.833333,0.0,0,98,4494.449450364621,10718.04224,864.2065423050828,0.833333,12,2
564,C10588,1095.379426,1.0,0.0,0.0,0.0,282.895246,0.0,0.0,0.0,0.25,3,0,4494.449450364621,432.048813,864.2065423050828,0.0,12,3
565,C10589,4546.766836,1.0,3525.37,0.0,3525.37,0.0,1.0,0.0,1.0,0.0,0,66,4494.449450364621,14083.96809,864.2065423050828,0.25,12,2
566,C10590,28.934197,0.909091,258.74,258.74,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,4494.449450364621,502.486404,864.2065423050828,1.0,12,2
567,C10591,3457.086184,1.0,2448.6,0.0,2448.6,0.0,1.0,0.0,1.0,0.0,0,12,4494.449450364621,227.514473,864.2065423050828,0.0,12,2
568,C10592,23.290641,0.727273,293.99,194.99,99.0,0.0,0.5,0.25,0.166667,0.0,0,6,4494.449450364621,287.796655,864.2065423050828,0.333333,12,1
569,C10593,9559.783145,1.0,709.0,709.0,0.0,771.711794,0.3,0.3,0.0,0.3,3,3,4494.449450364621,2447.227264,864.2065423050828,0.0,10,0
570,C10594,2154.175363,1.0,1628.07,1628.07,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,4494.449450364621,654.505745,864.2065423050828,0.0,12,2
571,C10595,2627.184835,1.0,0.0,0.0,0.0,3216.192328,0.0,0.0,0.0,0.083333,7,0,4494.449450364621,394.285767,864.2065423050828,0.0,12,3
572,C10596,2689.586312,1.0,0.0,0.0,0.0,2224.68646,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,809.880619,864.2065423050828,0.0,12,3
573,C10597,11.890862,0.090909,165.0,165.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,0.0,864.2065423050828,0.0,12,1
574,C10598,3452.538704,1.0,11681.64,11681.64,0.0,0.0,1.0,1.0,0.0,0.0,0,141,4494.449450364621,8145.713972,864.2065423050828,0.0,12,2
575,C10599,1068.031748,0.727273,98.97,0.0,98.97,0.0,0.416667,0.0,0.416667,0.0,0,5,4494.449450364621,3594.989864,864.2065423050828,0.0,12,1
576,C10600,7295.920263,1.0,0.0,0.0,0.0,721.214369,0.0,0.0,0.0,0.25,4,0,4494.449450364621,1984.351035,864.2065423050828,0.0,12,3
577,C10601,7975.19143,1.0,1142.15,1017.65,124.5,2652.115823,0.5,0.333333,0.25,0.25,3,10,4494.449450364621,2079.521171,864.2065423050828,0.0,12,0
578,C10602,1866.608592,1.0,1494.5,1494.5,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,4494.449450364621,2031.589282,864.2065423050828,0.0,12,2
579,C10603,259.467265,0.909091,646.24,646.24,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,540.021578,864.2065423050828,0.0,12,1
580,C10604,1298.191599,1.0,0.0,0.0,0.0,2052.835555,0.0,0.0,0.0,0.333333,9,0,4494.449450364621,3009.926784,864.2065423050828,0.083333,12,3
581,C10605,313.387813,1.0,3608.88,2124.75,1484.13,0.0,1.0,0.75,0.75,0.0,0,37,4494.449450364621,2419.651857,864.2065423050828,1.0,12,2
582,C10606,7088.358802,1.0,0.0,0.0,0.0,3118.050456,0.0,0.0,0.0,0.083333,2,0,4494.449450364621,4539.526102,864.2065423050828,0.0,12,3
583,C10607,4458.045588,1.0,0.0,0.0,0.0,2846.034435,0.0,0.0,0.0,0.166667,6,0,4494.449450364621,985.516901,864.2065423050828,0.0,12,3
584,C10608,2690.771926,1.0,12465.21,9805.73,2659.48,0.0,1.0,0.583333,1.0,0.0,0,79,4494.449450364621,9290.702248,864.2065423050828,0.0,12,2
585,C10609,15244.74865,1.0,7823.74,7564.81,258.93,2621.049473,1.0,1.0,1.0,0.083333,2,62,4494.449450364621,11123.40918,864.2065423050828,0.0,12,0
586,C10610,0.327199,0.454545,24.64,24.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,45.640106,864.2065423050828,0.0,12,1
587,C10611,2492.726282,1.0,27957.68,23032.97,4924.71,0.0,1.0,1.0,0.916667,0.0,0,70,4494.449450364621,27255.00752,864.2065423050828,1.0,12,2
588,C10612,47.424621,0.545455,372.0,273.6,98.4,0.0,0.333333,0.166667,0.25,0.0,0,7,4494.449450364621,662.401178,864.2065423050828,0.2,12,1
589,C10613,4114.723127,1.0,1841.62,1456.94,384.68,4004.273974,1.0,1.0,0.25,0.416667,8,21,4494.449450364621,7780.322889,864.2065423050828,0.0,12,0
590,C10615,2450.031338,1.0,1678.07,824.21,853.86,0.0,1.0,0.25,1.0,0.0,0,33,4494.449450364621,682.930065,864.2065423050828,0.0,12,2
591,C10616,8781.831676,1.0,11674.64,9400.96,2273.68,0.0,1.0,1.0,0.916667,0.0,0,93,4494.449450364621,10377.3612,864.2065423050828,0.0,12,2
592,C10617,1642.024936,1.0,2094.38,2094.38,0.0,0.0,0.416667,0.416667,0.0,0.0,0,17,4494.449450364621,576.699993,864.2065423050828,0.0,12,2
593,C10618,2739.836747,0.909091,0.0,0.0,0.0,2970.288928,0.0,0.0,0.0,0.363636,5,0,4494.449450364621,3418.06811,864.2065423050828,0.0,11,3
594,C10619,1946.447038,1.0,411.38,411.38,0.0,99.078081,0.25,0.25,0.0,0.083333,1,5,4494.449450364621,1403.266638,864.2065423050828,0.0,12,0
595,C10620,9.962695,0.545455,99.19,0.0,99.19,0.0,0.5,0.0,0.5,0.0,0,7,4494.449450364621,209.014647,864.2065423050828,0.166667,12,1
596,C10621,394.269079,0.363636,525.0,525.0,0.0,2003.827851,0.083333,0.083333,0.0,0.25,12,1,4494.449450364621,3747.367504,864.2065423050828,0.0,12,3
597,C10622,5935.917803,1.0,1956.06,1777.14,178.92,0.0,0.916667,0.916667,0.333333,0.0,0,48,4494.449450364621,1553.147417,864.2065423050828,0.0,12,2
598,C10623,266.588825,1.0,1750.51,1515.46,235.05,239.188373,1.0,1.0,0.166667,0.166667,2,31,4494.449450364621,2103.253278,864.2065423050828,0.25,12,0
599,C10624,917.732846,1.0,18.41,0.0,18.41,0.0,0.083333,0.0,0.083333,0.0,0,1,4494.449450364621,1407.291593,864.2065423050828,0.0,12,1
600,C10625,3183.529482,1.0,386.12,386.12,0.0,3715.643596,0.636364,0.636364,0.0,0.363636,7,9,4494.449450364621,4441.185925,864.2065423050828,0.0,11,0
601,C10626,2071.736764,0.909091,0.0,0.0,0.0,199.214973,0.0,0.0,0.0,0.363636,4,0,4494.449450364621,553.00439,864.2065423050828,0.0,11,3
602,C10627,6980.581442,1.0,0.0,0.0,0.0,11549.11174,0.0,0.0,0.0,0.416667,15,0,4494.449450364621,1498.338478,864.2065423050828,0.0,12,3
603,C10628,724.261595,1.0,625.46,198.4,427.06,0.0,0.583333,0.166667,0.5,0.0,0,10,4494.449450364621,721.081023,864.2065423050828,0.0,12,2
604,C10629,2469.665655,1.0,963.13,963.13,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,4494.449450364621,566.87028,864.2065423050828,0.0,12,2
605,C10630,202.190447,0.545455,2011.81,2011.81,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,4494.449450364621,3144.544042,864.2065423050828,0.8,12,1
606,C10631,6787.661776,1.0,99.5,0.0,99.5,7726.511679,0.833333,0.0,0.75,0.416667,10,10,4494.449450364621,1775.13958,864.2065423050828,0.0,12,0
607,C10632,107.298227,0.636364,1084.09,0.0,1084.09,0.0,0.666667,0.0,0.666667,0.0,0,9,4494.449450364621,1515.629124,864.2065423050828,0.714286,12,2
608,C10633,3946.876897,1.0,207.0,0.0,207.0,1546.727807,0.916667,0.0,0.916667,0.5,11,11,4494.449450364621,1494.101923,864.2065423050828,0.0,12,0
609,C10634,1246.393805,1.0,1757.47,907.05,850.42,0.0,1.0,0.416667,1.0,0.0,0,80,4494.449450364621,1254.376139,864.2065423050828,0.0,12,2
610,C10635,7155.328723,1.0,3837.59,1860.18,1977.41,14811.68818,1.0,0.916667,1.0,0.916667,51,52,4494.449450364621,17739.94594,864.2065423050828,0.0,12,0
611,C10636,2147.939753,0.818182,117.57,117.57,0.0,1022.23072,0.083333,0.083333,0.0,0.083333,2,2,4494.449450364621,5441.876882,864.2065423050828,0.1,12,3
612,C10637,32.612745,1.0,1223.41,769.41,454.0,0.0,1.0,1.0,0.916667,0.0,0,25,4494.449450364621,1222.343069,864.2065423050828,0.8,12,2
613,C10638,5380.796813,1.0,1710.24,817.32,892.92,2292.800636,1.0,0.416667,1.0,0.25,6,43,4494.449450364621,1572.990843,864.2065423050828,0.0,12,0
614,C10639,3419.661676,1.0,11.06,11.06,0.0,1261.347779,0.083333,0.083333,0.0,0.083333,1,1,4494.449450364621,745.984976,864.2065423050828,0.0,12,3
615,C10640,8900.194109,1.0,0.0,0.0,0.0,4849.693752,0.0,0.0,0.0,0.916667,52,0,4494.449450364621,2430.864139,864.2065423050828,0.0,12,3
616,C10641,837.950585,1.0,8273.18,2904.89,5368.29,0.0,1.0,1.0,1.0,0.0,0,53,4494.449450364621,7883.621179,864.2065423050828,1.0,12,2
617,C10642,2113.098241,1.0,619.93,0.0,619.93,1958.668173,1.0,0.0,0.916667,0.083333,2,24,4494.449450364621,529.829894,864.2065423050828,0.0,12,0
618,C10643,16.371699,0.3,190.0,0.0,190.0,0.0,0.2,0.0,0.2,0.0,0,3,4494.449450364621,322.114468,864.2065423050828,0.5,10,1
619,C10644,3774.063585,1.0,7680.08,5050.97,2629.11,0.0,1.0,0.583333,1.0,0.0,0,64,4494.449450364621,2529.085319,864.2065423050828,0.0,12,2
620,C10645,1088.031913,1.0,9734.63,3756.01,5978.62,0.0,1.0,1.0,1.0,0.0,0,194,4494.449450364621,8571.945329,864.2065423050828,0.083333,12,2
621,C10646,2.175751,0.454545,0.0,0.0,0.0,136.662804,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,278.731912,864.2065423050828,0.2,12,1
622,C10647,5248.392421,1.0,8403.17,7469.7,933.47,3141.100688,0.833333,0.666667,0.75,0.5,12,117,4494.449450364621,8495.972927,864.2065423050828,0.25,12,0
623,C10648,9.581344,1.0,118.6,70.0,48.6,0.0,1.0,0.083333,0.916667,0.0,0,25,4494.449450364621,117.780082,864.2065423050828,0.1,12,2
624,C10649,3123.339488,1.0,11202.09,10929.53,272.56,0.0,1.0,1.0,0.583333,0.0,0,100,4494.449450364621,8317.163283,864.2065423050828,0.083333,12,2
625,C10650,1670.928797,1.0,794.52,794.52,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,4494.449450364621,1083.625844,864.2065423050828,0.0,12,2
626,C10651,537.389322,0.9,1704.22,150.5,1553.72,0.0,0.9,0.2,0.8,0.0,0,16,4494.449450364621,679.888456,864.2065423050828,0.125,10,2
627,C10652,1803.955439,1.0,1044.43,801.35,243.08,103.174612,0.666667,0.416667,0.333333,0.083333,1,23,4494.449450364621,1068.805913,864.2065423050828,0.0,12,0
628,C10653,2394.126386,1.0,3651.59,1544.79,2106.8,2420.908491,1.0,0.833333,1.0,0.166667,11,111,4494.449450364621,6925.337419,864.2065423050828,0.083333,12,0
629,C10654,544.879717,1.0,6477.6,3301.6,3176.0,0.0,1.0,1.0,0.916667,0.0,0,83,4494.449450364621,6381.236136,864.2065423050828,0.833333,12,2
630,C10655,288.474257,1.0,1025.03,0.0,1025.03,0.0,1.0,0.0,1.0,0.0,0,67,4494.449450364621,1148.409463,864.2065423050828,0.083333,12,2
631,C10656,1434.097191,1.0,0.0,0.0,0.0,1866.841949,0.0,0.0,0.0,0.083333,2,0,4494.449450364621,2361.929133,864.2065423050828,0.0,12,3
632,C10657,79.554406,0.636364,472.71,472.71,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4494.449450364621,563.830183,864.2065423050828,0.0,12,1
633,C10658,2134.513436,1.0,733.35,78.6,654.75,5716.149236,0.818182,0.181818,0.818182,0.181818,7,11,4494.449450364621,6801.933334,864.2065423050828,0.090909,11,0
634,C10659,4925.502001,1.0,3050.72,989.14,2061.58,10901.29827,0.583333,0.333333,0.333333,0.416667,24,16,4494.449450364621,21320.89625,864.2065423050828,0.166667,12,0
635,C10660,62.32157,0.636364,601.35,468.0,133.35,0.0,0.416667,0.333333,0.333333,0.0,0,10,4494.449450364621,704.075312,864.2065423050828,0.25,12,1
636,C10661,1062.752143,1.0,0.0,0.0,0.0,496.76383,0.0,0.0,0.0,0.166667,3,0,4494.449450364621,720.3446,864.2065423050828,0.0,12,3
637,C10662,5347.377116,0.545455,0.0,0.0,0.0,9671.336737,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,3239.303839,864.2065423050828,0.0,12,3
638,C10663,8.555864,1.0,0.0,0.0,0.0,75.612993,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,74.218884,864.2065423050828,0.0,12,3
639,C10665,164.649775,1.0,1764.86,1149.34,615.52,0.0,1.0,0.666667,0.916667,0.0,0,21,4494.449450364621,1768.463643,864.2065423050828,1.0,12,2
640,C10666,299.765294,1.0,2352.2,1136.7,1215.5,0.0,0.916667,0.666667,0.75,0.0,0,30,4494.449450364621,2671.279796,864.2065423050828,0.25,12,2
641,C10667,3725.636832,1.0,0.0,0.0,0.0,516.029064,0.0,0.0,0.0,0.666667,9,0,4494.449450364621,1221.274221,864.2065423050828,0.0,12,3
642,C10668,306.877248,1.0,3877.85,2183.56,1694.29,0.0,0.916667,0.666667,0.75,0.0,0,29,4494.449450364621,3639.443058,864.2065423050828,1.0,12,2
643,C10669,14411.95798,1.0,5958.17,3161.46,2796.71,0.0,1.0,0.583333,1.0,0.0,0,98,4494.449450364621,7839.750264,864.2065423050828,0.0,12,2
644,C10670,1759.969888,1.0,5969.33,3755.24,2214.09,1777.022586,1.0,1.0,1.0,0.25,4,92,4494.449450364621,7272.999505,864.2065423050828,0.25,12,0
645,C10671,1482.235539,1.0,14604.87,2475.93,12128.94,0.0,1.0,0.583333,1.0,0.0,0,219,4494.449450364621,14462.63056,864.2065423050828,1.0,12,2
646,C10672,6014.806806,1.0,433.63,433.63,0.0,2433.987199,0.25,0.25,0.0,0.583333,13,5,4494.449450364621,1534.75789,864.2065423050828,0.0,12,0
647,C10673,5619.157028,1.0,2790.76,2549.25,241.51,0.0,1.0,1.0,0.333333,0.0,0,36,4494.449450364621,1778.284067,864.2065423050828,0.0,12,2
648,C10674,365.12275,1.0,571.32,0.0,571.32,4961.005282,0.5,0.0,0.333333,0.416667,14,3,4494.449450364621,5308.488824,864.2065423050828,0.454545,12,0
649,C10675,1728.079372,1.0,0.0,0.0,0.0,1662.824051,0.0,0.0,0.0,0.166667,4,0,4494.449450364621,141.505315,864.2065423050828,0.0,12,3
650,C10676,1043.249828,1.0,281.25,0.0,281.25,1361.24762,1.0,0.0,0.888889,0.444444,4,9,4494.449450364621,634.96657,864.2065423050828,0.0,9,0
651,C10677,2571.925816,1.0,1701.9,464.9,1237.0,1089.064313,1.0,0.25,1.0,0.333333,5,55,4494.449450364621,710.210734,864.2065423050828,0.0,12,0
652,C10678,7760.5254,1.0,14332.92,10588.97,3743.95,0.0,1.0,0.909091,0.909091,0.0,0,152,4494.449450364621,7116.531862,864.2065423050828,0.0,11,2
653,C10679,61.644247,0.363636,490.6,0.0,490.6,0.0,0.272727,0.0,0.272727,0.0,0,3,4494.449450364621,1197.347043,864.2065423050828,1.0,11,1
654,C10680,0.0,0.0,0.0,0.0,0.0,310.888779,0.0,0.0,0.0,0.083333,1,0,4494.449450364621,0.0,864.2065423050828,0.0,12,1
655,C10681,1724.2041,1.0,8371.19,4192.8,4178.39,959.946429,1.0,0.5,1.0,0.083333,1,87,4494.449450364621,9582.782864,864.2065423050828,0.25,12,2
656,C10682,558.989996,0.818182,4552.44,1234.0,3318.44,0.0,0.75,0.166667,0.583333,0.0,0,15,4494.449450364621,5496.343824,864.2065423050828,1.0,12,2
657,C10683,15.728894,0.272727,202.0,202.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,4494.449450364621,200.169721,864.2065423050828,0.0,12,1
658,C10684,3808.073463,0.909091,6030.34,2874.89,3155.45,7279.880364,1.0,0.5,1.0,0.5,62,104,4494.449450364621,17084.85192,864.2065423050828,0.090909,12,0
659,C10685,28.394518,0.181818,379.3,0.0,379.3,0.0,0.166667,0.0,0.166667,0.0,0,6,4494.449450364621,534.818301,864.2065423050828,0.181818,12,1
660,C10686,2515.968879,1.0,1877.24,926.9,950.34,0.0,0.166667,0.166667,0.083333,0.0,0,29,4494.449450364621,4503.07943,864.2065423050828,0.083333,12,2
661,C10688,408.069031,1.0,3660.97,3660.97,0.0,0.0,1.0,1.0,0.0,0.0,0,33,4494.449450364621,4471.044825,864.2065423050828,0.666667,12,2
662,C10689,975.165854,1.0,2281.56,2281.56,0.0,98.596565,0.916667,0.916667,0.0,0.166667,2,29,4494.449450364621,2068.187388,864.2065423050828,0.0,12,0
663,C10690,879.190921,1.0,45.65,45.65,0.0,1246.223848,0.083333,0.083333,0.0,0.166667,2,1,4494.449450364621,1589.980022,864.2065423050828,0.1,12,3
664,C10691,2331.38017,1.0,1919.66,1310.9,608.76,0.0,0.916667,0.416667,0.75,0.0,0,34,4494.449450364621,6725.483653,864.2065423050828,0.0,12,2
665,C10692,27.20711,0.818182,685.08,220.0,465.08,0.0,0.583333,0.25,0.5,0.0,0,24,4494.449450364621,798.047921,864.2065423050828,0.25,12,2
666,C10693,1418.254924,1.0,362.13,0.0,362.13,0.0,1.0,0.0,1.0,0.0,0,19,4494.449450364621,496.114334,864.2065423050828,0.0,12,2
667,C10694,1.979916,0.125,80.0,80.0,0.0,0.0,0.125,0.125,0.0,0.0,0,1,4494.449450364621,0.0,864.2065423050828,0.0,8,1
668,C10695,331.586253,1.0,3703.36,1653.98,2049.38,0.0,1.0,1.0,1.0,0.0,0,54,4494.449450364621,3229.189675,864.2065423050828,0.916667,12,2
669,C10696,10359.45471,1.0,12650.0,12650.0,0.0,2781.682203,0.25,0.25,0.0,0.166667,2,10,4494.449450364621,7566.470234,864.2065423050828,0.0,12,0
670,C10697,2144.477682,1.0,228.35,228.35,0.0,1908.662268,0.333333,0.333333,0.0,0.083333,1,7,4494.449450364621,2520.722012,864.2065423050828,0.0,12,0
671,C10698,2927.082849,0.9,0.0,0.0,0.0,3987.822594,0.0,0.0,0.0,0.3,5,0,4494.449450364621,862.790575,864.2065423050828,0.0,10,3
672,C10699,654.747715,1.0,1969.24,567.47,1401.77,0.0,0.916667,0.25,0.916667,0.0,0,30,4494.449450364621,2011.781378,864.2065423050828,0.0,12,2
673,C10700,1162.770552,1.0,533.36,0.0,533.36,19.292323,0.666667,0.0,0.583333,0.083333,1,8,4494.449450364621,632.227172,864.2065423050828,0.0,12,2
